loss,val_loss
28.831205368041992,177.20663452148438
4.90689754486084,173.73883056640625
3.5781948566436768,169.92611694335938
3.0170981884002686,166.1730194091797
2.721597671508789,162.59263610839844
2.5545654296875,159.0740966796875
2.453697919845581,155.874267578125
2.3855814933776855,152.88575744628906
2.335982322692871,150.19754028320312
2.298419952392578,147.67092895507812
2.269172430038452,145.41342163085938
2.245824098587036,143.4411163330078
2.2281014919281006,141.62191772460938
2.2123055458068848,140.06085205078125
2.196723699569702,138.7479248046875
2.1891391277313232,137.4534912109375
2.1764347553253174,136.48611450195312
2.1679370403289795,135.6158447265625
2.1627490520477295,134.95787048339844
2.1545846462249756,134.2555389404297
2.1483120918273926,133.79888916015625
2.1445417404174805,133.39474487304688
2.138077974319458,133.02606201171875
2.13555908203125,132.7590789794922
2.1301820278167725,132.46337890625
2.1265077590942383,132.35379028320312
2.1228225231170654,132.25027465820312
2.122797727584839,132.1365509033203
2.118537425994873,132.0640106201172
2.114924430847168,131.91929626464844
2.112639904022217,132.01724243164062
2.1100881099700928,132.059326171875
2.1061294078826904,132.07275390625
